text,label
"El puede viajar en el avión que le quiera, porque será que todo hay que criticarlo, o buscarle la quinta pata al gato para dar una opinión negativa.",
Se llama reelección 😂😂😂😂😂,
"Me parece normal y muy sensato, pero siempre hay quien tiene que criticar ….. palo si boga y palo sino boga…..🤷🏼‍♀️🤷🏼‍♀️",
Así no😂,
Muy bien 👍 esperemos que sea la primera de muchas veces más y que encuentre más seguidores de su área  que deben de pensar con los pies en la tierra,
Austeridad 👏,
Un poco de ambas...,
"@_dennisr3 este país está bueno es para Trujillo y Balaguer, coño como quiera hablan mierdas",
"Me parece que ustedes lo del Antinoti, van a empezar a perder seguidores por estar buscándole la quinta pata al gato, así no 👎, si siguen así empezarán a perder credibilidad",
"Es voluntad de CAMBIO! Y eso hay que apaludirlo. Más aún es cojones, porque se está jugando su seguridad cuando mas se le ha marchao a los Peledeses y narcos! 👏💪",
como cuando danilo  brincaba charquitos,
Austeridad honestidad y humildad——- cuando el perplejo de el vico aria algo así jamás ese señor de humilde no tiene nada ni leonel menos hipolito,
"Populismo, pero de todas formas es bueno y valido, pues lo que hacen los grandes provoca que los chiquitos tambien lo imiten. Y aunque sea por populismo la imagen de un lider cercano a su pueblo es positiva como mensaje, para que los demas igual que él al menos hagan el ayante!",
Si es una acción positiva que reduce costo podría llamarse como cualquier cosa que usted perciba pero no deja de ser una acción positiva.,
Como quiera es malo mierda 😂,
Populismo directo del manual.,
Honestidad..,
P,
Mx,
"Los politicos siempre estan en campaña, mi presidente aunque sea populismo lo esta asiendo bien",
Populismo así se gasta más el lo que kiere que lo vean,
"Por la razón que sea, se nota que ahí un cambio, esperemos que se desarrolle su gobierno, todos esperemos la baja de los combustibles y se que el presidente@luisabinader lo hará y así la inflación que hay se redusca 👏👏👏👏👏👏👏",
@franklinmieses @luisabinader confío en usted,
"Solo critica,",
Estrategia,
Cuando se habla de una persona humilde se habla de alguien que tiene dinero desde que nació y aún así no quiera burlarse de la gente como lo hacíamos otros esto no es populismo.,
austeridad,
Si es populismo cual es el problema @elantinoti,
Ya😂😂😂Vamos allá,
"Mas comentarios negativos que si viaja en un yet privado, tan sólo por marcar la diferencia es sinónimo de ataques",
Por seguridad mejor que viaje en un avión presidencial.,
Reelección,
Y,
Un pueblo con una Doble moral nivel Dios. Palo si boca y palo si no boga. Criticandolo todo no se hace patria. 😢,
Siempre habrán  reacciones  en contra y a favor  ajenos yo le aplaudo eso se llama humildad algo que no se compra con dinero 👏,
No es ladron y la gente lo quiere y ya  me quite,
Que está disfrutando del pueblo  ser parte de el. Saben el tiempo que se toma uno en los aeropuertos?. Un presidente no tiene tiempo y ha decidido compartirlo con su pueblo. Digno de admirar.,
"Yo pienso q tienen una humildad única los dos la esposa , tanto como el viendo otra políticos q no le dan ni por los talones y se creen ya la gran cosa",
"Puede que populismo! Porque no era para Europa que iban, que tan caro puede ser ir a NY en un avión privado? No se, no me convencen!",
No veo que hay de malo que el presidente viaje un vuelo comercial de verdad o sea no tiene nada de malo,
La oposición siempre critica. La envidia no mata pero mortifica 😂,
@xk_6kdoterra amigo a uno se le van a gastar los dedos explicandole eso a ellos y aún si van a hablar de que uno  es fanático o partidista.,
populismo de la forma más cruda y descarada.,negativo
@eltony04 el que?,
Hasta Luisito Comunica dice que pagar VIP en un vuelo de 3 horas es una pérdida de dinero.,
Populismo Y austeridad a la vez. Es una medida popular pero a la vez es un mensaje que a mí particularmente me agrada.,neutral
@jltoirac Así es. Y de todas maneras el tiene mucho dinero para viajar en primera. 🤷🏻‍♂️,
No veo el error de este video de verdad que no sé cómo piensa la gente pero para mí eso es humildad,
No es populismo el desde el principio a demostrado que se puede gobernar diferente eso si con aciertos y errores pero la intención está hay ahora le toca a el pueblo exigir que sea así y no en plan derrochador de dinero👏👏👏👏👏,
"Una zozobra todo el camino la gente explicándole los problemas del país y el K si k va a resolver Y dike anotandolo y para nada , ojo  vote por el pero en esta vuelta si no se pone los pantalones lo vamos a sacar como mismo lo entramos la juventud no tiene partido",
Eso está bien!,
Populismo! El presidente debe viajar como lo que es!,
Pienso que humildad. 😍😍😍😍. Antes para llegarle a los endiosados del PLD había que hacer apoiment 2 años anticipados,
"Me parece excelente, viajando junto al pueblo … ¿le pasó algo? no, llego bien entonces eso es un acto de humildad y enseñanza; el viajar ahí no lo hace menos, eso es lo que debemos de aprender y que mejor manera que hacerlo por Tik Tok, eso se llama estar a la vanguardia y como va el mundo actual.. APLAUDO ESTA ACCIÓN 👏🏻 @luisabinader",
"@gabytjaquez Además está reduciendo gastos por y para su pueblo… la oposición siempre dirá lo mano… HASTA AHORA EL MEJOR PRESIDENTE, no soy de ningún partido soy dominicana y lo que se ha visto en este gobierno, no se ha visto en ninguno, en medio de una ",
Yesss,
"Eso está muy bien, todos tenemos que ir simplificandonos la vida, incluyendo los presidentes.",
"Uds mismo bájenle 2 humildad ante todo , venimos desnudos y así nos iremos tanto criticar",
Excelente no es de ahora es hombre que le rueda el peso 🙌,
Una persona montándose en un avión 🙄🙄🙄 es lo único que veo,
Creo que a sido el presidente mejor intencionado que a tenido la República Dominicana y conste no vote por el 🇩🇴,
Yo lo llamaría buen manejó de los fondos públicos 👏👏,
La accion esta buena para dar el ejemplo. Pero en su vida privada el no viaja asi. No estuvo bien ejecutado y se ve como mercadeo a su mandato. Pero por el ejemplo 👏👏👏 para el resto de sus funcionarios no quieran elevarse mas que el Presidente.,
El presidente dando el ejemplo. Un presidente humilde y comprometido,
"En este país por desgracia nos damos la tarea de ver todo mal, para la próxima al presi que vaya en la alfombra de Aladino #antinoti",
"Diablo pero todo es malo, si se va en un vuelo privado habla M, si se va en un vuelo normal hablan M.",
Si no lo hace es malo si lo hace también 🤷🏽‍♂️,
🙌🙌🙌🙌🙌🙌👏👏👏👏,
El avión presidencial está en otra diligencia @elantinoti 👃👃👃👃👃👃,
"El puede, ¿por qué no? Solo que ande con su gente de seguridad por si acaso",
No entiendo ni capto el mensaje de ellos viajando en comercial!,
"Yo creo que hasta ahora el Predidente es diferente y lo quiere demostrar,el mundo si hace las cosas bien ,y di lo hace mal como quiera hablan .El tiempo es el que dirá al final de su mandato.",
"Jesu, que avionsito🧐",
"jejeje ustedes creen que todos los países tienen avión presidencial, cómo creen que viajan ese presis?",
Para ustedes nada esta bien!!!,
"Cuando los colmados son dueños de militares no el 911 ni las patrullas normales impiden el ruido que ahí de produce todo el día y encima de todo. También  la terminal de guagua que también han colocado frente a frente a mi casa, le suma que esta esquina aquí es una letrina de los chóferes. No tienen idea de lo que es pasarse todo el día escuchando lo que ahí se vocifera, la música a todo dar y nadie le puede decir nada. Protegidos por militares",
Sergio por favor y a quien pueda apoyarme.,
Es momento para comenzar a mostrar intenciones de real cambio.,
Tu lo que estas es insoportable @elantinoti Jesús que indeseable estas!,
👏👏👏 se predica con el ejemplo !! Muy bien presidente,
"Eso está bien, quizas antes de ser presidente viajaba en primera clase, el siempre ha tenido buena posicion economica, hoy lo hace para relacionarse con la gente y su pueblo.",
👏👏👏👏 Bien por nuestro Presidente. Salud y Bendiciones..Abrazos.,
Si fuera en su jet también criticarian que no es austero. En fin...,
"No nos pongamos de la fase de “Cómo quiera estar malo” si el lo hace es para un ejemplo, El Presi tiene de sobra para costearse viajar en primera clase. El problema aquí con los que llegan en samurai al gobiernos y salen con Cucci y Prada @elantinoti estamos tan acostumbrados a que nos gobiernen MAL! Que parece que nos sentimos incómodos cuando alguien quiere hacerlo bien ¿Masoquismo? 🤔",
"Yo me imagino que para seguir la línea, rentaron un #airbnb",
"Yo, entiendo que con el último préstamo de US$ 80 MM, daba para comprar un boleto en Business.",
"La jodedera siempre, pero si le da la gana puede alquilar el avion. Por mi que haga lo que quiera!",
Si el@presidente no tiene avion del estado esta bien que viaje en comercial es mas barato y no tiene que gastar dinero ese dinero del pais,
"Más que populismo y más que austeridad, está haciendo lo que tiene que hacer! Se lleva un grupo de gente pequeño y no abusa del dinero del pueblo! Se merece muchos más aplausos!👏🔥👏🔥👏",
"Y cual es la necesidad si aunque halla austeridad hay un presupuesto de gastos de la presidencia para esos fines y empresas que ponen sus aeronaves al servicio del presidente, por su seguridad no debe hacerlo!",
Pensamos que es envidia tuya 😂😂,
"A mí me gustaría que viajara con seguridad, como merece un presidente....pero aplaudo y valoro su gesto y don de gente.🙌🔥❤️@elantinoti",
"@sebastianferreras como quiera es malo, si se va en un vuelo privado comienzan a decir ""cuanto costó ese vuelo?"", ""la gasolina del avión la paga el estado"", ""por qué no se va en un vuelo económico para evitar gastos?"" en fin, la doble moral... Como quiera",
"Que siga jugando al populismo y que no de consentre en resolver los problemas de la nación, que en el 24 le van a cantar la canción SE VAN.",
Como tu quiera llamarle no vale. Lo que sabemos es que fue bien recibido. Canuto y,
"Simple....aunque personalmente tiene su dinero propio para viajar en primera clase o en un jet privado, para dar el ejemplo y marcar la diferencia, viajan en un vuelo comercial porque es un viaje gubernamental y costeado por nosotros....aplaudo la acción sin importar el motivo. Ojalá se tome como precedente a seguir de aquí en adelante",
Que eso hay que aplaudirselo dando cátedra de humildad nuestro presidente,
Pienso que me encantaría estar ahí 🤩,
"Si todos estuviéramos corriendo para el mismo lado, estaríamos chocando unos con otros… vivan y dejen vivir. Si le dio la gana de irse en clase económica pues amén! Cuando le pique se irá alante.",
"🔥🔥🔥el decea hacerlo bien,, pero sus funcionarios no lo estan ayudando",
NO ENTENDI!@,
Definitivamente ambas cosas…,
Como quiera es malo... ay la gente!,
Yo solo quiero decir que nosotros los Dominicanos estamos mal los like no tienen mal todo queremos critical todo es malo pero bien eso es parte de la política y hay muchos ya esperando los tres años que quedan todos quieren de lo que da el poder pero mientras tanto esperen y sepan esperar con dignidad que habemos muchos que no estamos disfrutando lo que nunca en la historia de mi país 🇩🇴 se había visto .,
Sencillez demuestra clase!,
"Lo veo muy bien. Abinader a demostrado ser un presidente humilde (algunas cosas debería mejorar si claro, pero ojalá pueda hacerlo con tiempo) pero es muy querido por el pueblo, la verdad no sé oculta. @luisabinader",
